From,To,Sent At,Message,Direction,inviterProfileUrl,inviteeProfileUrl
Jacob Kantor,"CarrieAnn Mathis, M.A.Ed.","8/1/26, 8:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/carrieann-mathis-m-a-ed-19b44a53
Jacob Kantor,Jesse Welsh,"8/1/26, 8:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jesse-welsh-6052a951
Jacob Kantor,Zoe Gnesda,"8/1/26, 8:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/zoe-gnesda-63ab8a85
Jacob Kantor,Luke Grabill,"8/1/26, 8:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/luke-grabill-57214470
Jacob Kantor,Michael Discenza,"8/1/26, 8:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mdiscenza
Jacob Kantor,Sarah Mushlin,"8/1/26, 8:37 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/sarahmushlin777
Jacob Kantor,Erick Buenrostro,"8/1/26, 8:38 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/erickbuenrostro
Jacob Kantor,Amanda James,"8/1/26, 12:40 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/amanda-james-402174144
Jacob Kantor,Nick Marconato,"8/1/26, 12:40 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/nickmarconato
Jacob Kantor,Jeffrey Ringer,"8/1/26, 12:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jeffrey-ringer-jdrilduci
Jacob Kantor,Dr. Howard Liebman,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dr-howard-liebman-631b5217
Jacob Kantor,Shameka Montgomery,"8/1/26, 9:04 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/shameka-montgomery
Jacob Kantor,Casey Hallgarth Ed.D.,"8/1/26, 9:04 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/casey-hallgarth
Jacob Kantor,Carson Cook,"8/1/26, 9:04 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/carson-cook-15269a32
Jacob Kantor,Dr. Toni Jones,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/drtonijones
Jacob Kantor,Elizabeth Ford,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/elizabeth-ford-21a868365
Jacob Kantor,Dana Fricke,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dana-fricke-731a666
Jacob Kantor,Jessica Kosinski,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jessica-kosinski-50ab95117
Jacob Kantor,Dr. Erika Bower,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/erikabower
Jacob Kantor,Sam Ribnick,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/sam-ribnick
Jacob Kantor,Micki  Ray Marinelli,"8/1/26, 9:03 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/micki-ray-marinelli-7b588b171
Jacob Kantor,Oscar Luna,"8/1/26, 8:16 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/oscar-luna-2aaa1439b
Jacob Kantor,Megan Ribas,"8/1/26, 8:15 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/megan-ribas-49b78145
Jacob Kantor,Arynn R.,"7/31/26, 10:15 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/arynn-r-202a431a3
Jacob Kantor,Dakota Kondas,"7/31/26, 6:58 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dakota-kondas-824641110
Jacob Kantor,Jude Beale,"7/31/26, 6:58 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jude-beale-1b189b306
Jacob Kantor,Christina Cornwell,"7/31/26, 1:29 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/christina-cornwell-8728293b6
Jacob Kantor,Sara Hall,"7/31/26, 10:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/hallsararose
Jacob Kantor,Alessandra Russo-Feijoo,"7/31/26, 10:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/arussodadeschools
Jacob Kantor,Megan Power,"7/31/26, 10:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/megan-power-66649b165
Jacob Kantor,"Dr. Candice Lowman Coppock, CETL","7/31/26, 10:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dr-candice-lowman-coppock-cetl-a19ba1143
Jacob Kantor,Erin Rennick White,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/erin-rennick-white-a75112212
Jacob Kantor,Victoria de Aranzeta,"7/31/26, 10:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/vicdearanzeta
Jacob Kantor,Charlie Thayer,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/charlie-d-thayer
Jacob Kantor,Stephanie Triplett,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/stephanie-triplett-33841371
Jacob Kantor,Gunjan Khatker,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/gunjan-khatker-4138743ab
Jacob Kantor,"Sean Richey, Ed.D.","7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dr-sean-richey
Jacob Kantor,Patrick Armstrong,"7/31/26, 10:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/patrick-armstrong-wi
Jacob Kantor,"Megan Gretzinger, CETL","7/31/26, 10:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/megangretztinger
Jacob Kantor,Megan Garnhart,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/megangarnhart
Jacob Kantor,Chad K. Ragland,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/chad-k-ragland
Jacob Kantor,Natasha Nurse,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/natashanurse1
Jacob Kantor,Toyua Watson-Bachus,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/toyua-watson-bachus-7514b4196
Jacob Kantor,Sheena Kelly,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mmelibrarian
Jacob Kantor,Traci Powell,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/traci-powell-b507a4a
Jacob Kantor,"Dr. Patrick R. Fuller, Ph.D.","7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dr-patrick-r-fuller-ph-d-8a03a413b
Jacob Kantor,Emily Davis,"7/31/26, 10:37 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/emily-davis-115b4641b
Jacob Kantor,"Dr. Beth Holland, EdD","7/31/26, 10:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/brholland
Jacob Kantor,David Cochran,"7/31/26, 10:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/davidcochran
Jacob Kantor,Britni Parks M.Ed.,"7/31/26, 10:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/britni-parks-m-ed-21b629b3
Jacob Kantor,Lilia Pineda-Martínez,"7/31/26, 10:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/liliapinedamartínez2023
Jacob Kantor,"Jamie Martin, M.Ed","7/31/26, 10:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jamie-rutledge
Jacob Kantor,Shane Johnson,"7/31/26, 8:20 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/shane-johnson-5331b33a
Jacob Kantor,Jenn Harrington Barkey,"7/31/26, 8:19 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jenn-harrington-barkey-832a03122
Jacob Kantor,Kyoko Utsumi,"7/31/26, 8:19 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kyokoutsumi
Jacob Kantor,Greg Hart,"7/30/26, 9:05 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/whoisgreghart
Jacob Kantor,Jay Kosik,"7/30/26, 8:54 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jay-kosik-047024162
Jacob Kantor,Darian Lance,"7/30/26, 6:47 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/darianlance
Jacob Kantor,"Eric Nichols, EdD","7/30/26, 6:45 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/iamericnichols
Jacob Kantor,"Juliet Ashton-Luckey, Ed.D.","7/30/26, 6:45 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/juliet-ashton-luckey-ed-d-7128a8135
Jacob Kantor,Lucas Mund,"7/30/26, 6:45 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lucas-mund-287b0756
Jacob Kantor,Shelley Mendez Ed.D.,"7/30/26, 6:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/shelley-mendez-ed-d-39169a2b2
Jacob Kantor,Chris Anderson,"7/30/26, 6:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/chris-anderson-0863222b5
Jacob Kantor,Megan Molano,"7/30/26, 6:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/megan-molano-762177257
Jacob Kantor,Erin DeRouville,"7/30/26, 6:32 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ederouville
Jacob Kantor,Ian Trapp,"7/30/26, 4:07 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ian-trapp
Jacob Kantor,April Braithwaite,"7/30/26, 4:07 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/aprilbraithwaite
Jacob Kantor,Kevin Cooke,"7/30/26, 4:07 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kevin-cooke-3b980a76
Jacob Kantor,Brian Ausland,"7/30/26, 11:19 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/brianausland
Jacob Kantor,Ryan Smith,"7/30/26, 8:23 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ryan-smith-5620ab6a
Jacob Kantor,"Stacey Seward, MBA","7/30/26, 7:05 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/stacey-seward-mba-15339523
Jacob Kantor,Jason Bedrick,"7/29/26, 7:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jasonbedrick
Jacob Kantor,"Camden Smit, EdD","7/29/26, 5:08 PM",good to hang!,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/camden-smit-edd-36ab9b19a
Jacob Kantor,Scott Carter,"7/29/26, 1:30 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/shcmathman
Jacob Kantor,Justice Emeka,"7/29/26, 1:29 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/justice-emeka-470b32204
Jacob Kantor,Mike Betnun,"7/29/26, 1:30 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mikebetnun
Jacob Kantor,James Herzog,"7/29/26, 1:30 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/james-herzog-b76335313
Jacob Kantor,Dr. Mary Beth Nicholson,"7/29/26, 1:29 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/marybethnicholson003
Jacob Kantor,Jess Baker,"7/29/26, 1:29 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jess-baker-b2509b36b
Jacob Kantor,Cameron Abderhalden,"7/29/26, 1:29 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/cameron-abderhalden-bb7519181
Jacob Kantor,"Kimberly  Erickson, Ed.D.","7/28/26, 7:17 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kimberlyj-erickson
Jacob Kantor,Tyree Hall,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/samueltyreehall
Jacob Kantor,Ariel Tyson,"7/28/26, 7:17 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ariel-tyson21
Jacob Kantor,Allie Weldon,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/allie-w-104394b4
Jacob Kantor,Alec Brennan,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/brennan-0246
Jacob Kantor,James Stith,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/james-stith-09a011162
Jacob Kantor,Maribel Garcia,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/maribel-garcia-6976813a3
Jacob Kantor,M N.,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/m-n-b0653b279
Jacob Kantor,Nakeya McClendon,"7/28/26, 7:15 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/nakeya-mcclendon-84ba9976
Jacob Kantor,Matthew Doherty,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/matthew-doherty-88ab4156
Jacob Kantor,Isaac Johnson,"7/28/26, 7:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/isaac-johnson-758876132
Jacob Kantor,Harrison Stuart,"7/28/26, 3:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/harrison-stuart
Jacob Kantor,Alessandro Paolo Parisi,"7/28/26, 3:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/alessandro-paolo-parisi-54790575
Jacob Kantor,Chris Wojdyla,"7/28/26, 3:16 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/chris-wojdyla-b2957a4b
Jacob Kantor,Yasmin  Salvador,"7/28/26, 1:41 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/yasmin-salvador-0057a1141
Jacob Kantor,Vincent Termini,"7/28/26, 1:41 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/vincenttermini
Jacob Kantor,Amanda Swerdlow,"7/28/26, 1:41 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/amanda-swerdlow-701957b7
Jacob Kantor,Daniel Johnson,"7/28/26, 1:41 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dtjohnson112
Jacob Kantor,"Elizabeth Starr, M.Ed.","7/28/26, 1:40 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/elizabeth-starr-m-ed-6aa38652
Jacob Kantor,Mara Koval,"7/28/26, 1:36 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mara-koval
Jacob Kantor,Laura Clingler,"7/28/26, 7:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lauraclingler
Jacob Kantor,Chuck Kalender,"7/28/26, 7:26 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/chuck-kalender-b819b827
Jacob Kantor,Christopher S.,"7/28/26, 7:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/cscherban
Jacob Kantor,April Ivery Ed.D,"7/28/26, 7:26 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/april-ivery-ed-d-461210132
Jacob Kantor,Jason Yeung,"7/27/26, 9:22 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jason-yeung-printlab
Jacob Kantor,David Magill,"7/27/26, 8:54 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/david-magill-817b88b
Jacob Kantor,Victoria Stern,"7/27/26, 8:54 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/victoria-stern-234354405
Jacob Kantor,Lynne Beros-Lincoln,"7/27/26, 7:25 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lynne-beros-lincoln-389187163
Jacob Kantor,Jessica Jacobson ,"7/27/26, 7:25 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jessica-jacobson-43b03359
Jacob Kantor,"Greg Corack, Ed.D.","7/27/26, 7:25 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/greg-corack
Jacob Kantor,Mehran Abjar,"7/27/26, 6:45 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mehran-abjar-73bb06122
Jacob Kantor,Jon-Paul Mitchom,"7/27/26, 6:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jon-paul-mitchom-5b9297423
Jacob Kantor,Emanuele Marangio,"7/27/26, 6:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/emanuele-marangio-9a6a8552
Jacob Kantor,Susana Tomaz,"7/27/26, 2:43 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/susana-tomaz
Jacob Kantor,Jarod Rocco M.A.T,"7/27/26, 11:42 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jarod-rocco
Jacob Kantor,Geoffrey Fenelus,"7/27/26, 11:42 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/geoffrey-fenelus
Jacob Kantor,Simeon Frang,"7/27/26, 11:42 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/simeon-frang-b8821224
Jacob Kantor,Carmen Araoz (D.P.A),"7/27/26, 11:42 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/carmen-araoz-dpa
Jacob Kantor,Joseph Anderson,"7/27/26, 11:42 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/joseph-anderson-90a703183
Jacob Kantor,Nicholas Travis,"7/27/26, 6:46 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/nicholas-travis-ba96091a0
Jacob Kantor,Ron Jones,"7/27/26, 6:46 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ronjonesbusdev
Jacob Kantor,Kristan Peavy,"7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kristan-peavy-christianedguru
Jacob Kantor,"Jillian Diffee, RID, IIDA","7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jillian-diffee
Jacob Kantor,Arnulfo Cumbe Vallejo,"7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/arnulfo-cumbe-vallejo-a03678111
Jacob Kantor,Vance Mattis,"7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/vance-mattis
Jacob Kantor,Daniel Park,"7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dpark28
Jacob Kantor,Cody Gates,"7/26/26, 8:12 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/cody-gates-23896365
Jacob Kantor,Lindsay Haldeman,"7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lindsay-haldeman-88670a3
Jacob Kantor,Tiffany Mullin,"7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mullint
Jacob Kantor,Samantha Tomacruz,"7/26/26, 8:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/samantha-tomacruz
Jacob Kantor,Elen Gabrielyan,"7/26/26, 6:55 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/elen-gabrielyan-407b03128
Jacob Kantor,Robert Perez Garcia,"7/26/26, 6:55 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/robertperezgarcia
Jacob Kantor,Antonio Melé,"7/26/26, 6:55 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/amele
Jacob Kantor,George Dekermenjian,"7/26/26, 6:55 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/gdekermenjian
Jacob Kantor,Muneeb Ahmad,"7/26/26, 9:05 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/muneeb-ahmad-a729b6392
Jacob Kantor,Bryan Hough,"7/26/26, 9:05 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/bryanmhough
Jacob Kantor,Dayanne Goncalves,"7/25/26, 10:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dayanne-goncalves-a26947241
Jacob Kantor,Kevin Campbell,"7/25/26, 10:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kevin-c-3b165a1
Jacob Kantor,Nicole Anderson,"7/25/26, 10:13 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/nicole-anderson-62311510
Jacob Kantor,Steven D'Agustino,"7/25/26, 9:35 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dagustino
Jacob Kantor,Eric Lawson,"7/25/26, 9:08 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/eric-lawson-78562825
Jacob Kantor,Sean Cronin,"7/25/26, 4:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/seandcronin
